img_rgb_r_mean,img_rgb_r_std,img_rgb_g_mean,img_rgb_g_std,img_rgb_b_mean,img_rgb_b_std,img_hsv_h_mean,img_hsv_h_std,img_hsv_s_mean,img_hsv_s_std,img_hsv_v_mean,img_hsv_v_std,img_gray_mean,img_gray_std,img_gray_min,img_gray_max,img_laplacian_var,img_edge_density,img_gray_entropy,sensor_nh3_ratio_mean,sensor_nh3_ratio_min,sensor_nh3_ratio_max,sensor_nh3_ratio_std,sensor_h2s_ratio_mean,sensor_h2s_ratio_min,sensor_h2s_ratio_max,sensor_h2s_ratio_std,sensor_source_file,sensor_source_group,sensor_window_index,sensor_window_start,sensor_window_end,image_path,image_folder,image_index_within_class,meat_type,freshness_label
148.84602200255102,11.342791891489878,131.69098772321428,30.627805266616566,149.6755221619898,50.4939627062164,100.31843909438776,64.28287257796433,69.24170918367346,20.49255973772436,170.4836973852041,32.6387908803369,138.8900909423828,25.93104362487793,57.0,181.0,72.9052505493164,0.015824298469387755,3.289262533187866,0.39120666666666676,0.3877,0.394,0.0019706062237009464,0.4300133333333333,0.4273,0.4339,0.0018543162860981625,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_0,0,0,14,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k368rdc.ingestion-55d75df7fb-npqfd.jpg,beef_fresh,0,Beef,Fresh
148.3797831632653,11.141328567495899,131.0657884247449,30.901542516304847,150.21801259566325,50.58822245306647,107.91759008290816,62.3755738866872,70.86987802933673,20.78404846972513,170.9118502869898,32.845567373910065,138.4185791015625,25.806137084960938,57.0,180.0,76.7367935180664,0.01572464923469388,3.2764055728912354,0.38806000000000007,0.3852,0.392,0.0017741852590226663,0.42866,0.4252,0.4311,0.001764010581978834,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_1,1,15,29,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36al72.ingestion-55d75df7fb-9pq22.jpg,beef_fresh,1,Beef,Fresh
148.96472417091837,10.983868151519491,131.50115593112244,30.835862323481415,151.06204161352042,50.497706607503765,109.8188177614796,61.744287675801296,70.91099330357143,20.721366985475797,171.6696627869898,32.7821232266985,138.94252014160156,25.67820167541504,57.0,181.0,76.20822143554688,0.01628268494897959,3.2737655639648438,0.3850866666666667,0.3809,0.3882,0.0022165639073925937,0.4269266666666667,0.4234,0.4295,0.0017597222002981672,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_2,2,30,44,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36anl1.ingestion-55d75df7fb-npqfd.jpg,beef_fresh,2,Beef,Fresh
148.19162547831633,11.148045060100422,131.3166055484694,30.845231405640238,150.21187420280611,50.57648858404296,106.85353555484694,62.62740595695445,70.74910315688776,20.75268265274627,170.84761639030611,32.88418217137055,138.51341247558594,25.750070571899414,57.0,180.0,76.0020751953125,0.01602359693877551,3.2768757343292236,0.3796600000000001,0.3765,0.3834,0.0022626827734645682,0.42338666666666663,0.4207,0.4272,0.0017122564709243261,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_3,3,45,59,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36apps.ingestion-55d75df7fb-c9rcr.jpg,beef_fresh,3,Beef,Fresh
133.21671715561226,11.738278301703314,129.8978196747449,29.773747944703793,159.13606106505102,49.78554417482309,120.12784996811224,47.744303864939155,74.2545240752551,29.275461808195708,168.8678651147959,40.856874068823274,134.22154235839844,23.790952682495117,53.0,176.0,77.96190643310547,0.015923947704081634,3.2339589595794678,0.37538,0.3722,0.38,0.002141401410291877,0.42092666666666667,0.4165,0.4244,0.002039106558165992,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_4,4,60,74,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36asuo.ingestion-55d75df7fb-9pq22.jpg,beef_fresh,4,Beef,Fresh
132.7477479272959,11.86098313919618,129.81638632015307,29.79300779177228,159.4767219387755,49.716960527839625,120.23644770408163,47.20813948887513,74.51006457270408,29.74795767908825,168.8600924744898,41.083486159334186,134.0740203857422,23.760272979736328,54.0,176.0,78.44816589355469,0.016661352040816327,3.23580265045166,0.37063333333333337,0.368,0.3746,0.001696532411191196,0.41724666666666665,0.4134,0.4199,0.0015970250119797433,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_5,5,75,89,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36av1h.ingestion-55d75df7fb-npqfd.jpg,beef_fresh,5,Beef,Fresh
133.1660754145408,11.815943960594065,129.40858179209184,29.82185917964624,159.61633051658163,49.69277523393826,121.00970583545919,46.80390362434105,74.81513073979592,29.224053510528336,169.0428691007653,41.015922991765954,133.97122192382812,23.80938720703125,53.0,176.0,78.40718078613281,0.015923947704081634,3.2390785217285156,0.36668666666666666,0.3635,0.3704,0.0017895499123771028,0.4135533333333334,0.4087,0.4175,0.0023340570306276203,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_6,6,90,104,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36b17a.ingestion-55d75df7fb-c9rcr.jpg,beef_fresh,6,Beef,Fresh
133.04115513392858,11.8601293290864,129.2428053252551,29.816111354558732,159.54988440688774,49.698940398408105,120.75245137117346,46.925540398028765,74.98439492984694,29.30226039999965,168.9769212372449,41.02175647192144,133.83615112304688,23.79021644592285,54.0,176.0,78.52581787109375,0.016322544642857144,3.236788272857666,0.3629266666666667,0.3592,0.3661,0.0018702822128105515,0.41099333333333343,0.4077,0.4142,0.0017748114140819472,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_7,7,105,119,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36b4jh.ingestion-55d75df7fb-9pq22.jpg,beef_fresh,7,Beef,Fresh
133.1344068877551,11.854636104114414,129.13853236607142,29.851805015873737,159.62872688137756,49.68556514833457,120.90555245535714,46.773336483953734,75.12354512117346,29.19077911422777,169.04017857142858,41.013712115257434,133.80743408203125,23.816516876220703,53.0,176.0,79.40937042236328,0.01610331632653061,3.2375900745391846,0.35829999999999995,0.3553,0.3619,0.0017005881335585046,0.40768666666666664,0.4051,0.4113,0.0017772137994312583,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_8,8,120,134,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36b7to.ingestion-55d75df7fb-npqfd.jpg,beef_fresh,8,Beef,Fresh
133.40551259566325,11.821438716560744,129.0410754145408,29.859206831605828,159.37918526785714,49.695432322538124,120.8292012117347,47.132244445662266,75.05424904336735,28.912735529369993,169.0032884247449,40.859915492632744,133.80552673339844,23.84054946899414,54.0,176.0,78.47142791748047,0.015405771683673469,3.2354421615600586,0.35590666666666665,0.3529,0.3589,0.0015566916486218082,0.4068733333333333,0.4043,0.409,0.0014011741108402248,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\MQ_Sensors_Dataset\Beef_Fresh_1775083085214.csv::window_9,9,135,149,C:\Users\isaac\Downloads\chickenprok\Raspi_5_program\Dataset\Image\beef_fresh\beef_fresh.jpg.6k36baqd.ingestion-55d75df7fb-c9rcr.jpg,beef_fresh,9,Beef,Fresh
